FID,value,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
23864,1,4,5,155.3760071,51.4630013,13.0389996,1181.52002,120.2600021,1.66521,1.16216,0.55836,0.301969,0.765055,637.2789917
13045,1,4,5,229.9700012,18.2283001,8.1493702,1192.540039,14.6625996,1.84187,1.21622,0.791798,0.352073,0.781519,523.1900024
4110,1,2,5,135.923996,44.4743996,21.0375996,1174.390015,172.5789948,1.7760201,4.5675702,0.599369,0.353876,0.806811,80.610199
14587,1,4,1,84.805603,5.4356399,2.7735,1192.199951,46.3429985,1.76937,-2.6216199,0.712934,0.176471,0.0348706,28.5
19941,1,4,5,51.7098007,17.3003998,11.9884996,1180.23999,16.8185005,1.75899,4.3783798,0.694006,0.317236,0.734887,456.8900146
16668,1,4,2,136.5070038,17.3115997,13.2671003,1190.670044,57.266201,1.74639,-1.27027,0.643533,0.111254,0.241354,85.5
26491,1,4,2,103.2409973,20.7801991,8.7097197,1177.339966,85.302597,1.42497,-4.6756802,0.744479,-0.026178,0.300699,153.477005
18561,1,4,5,178.2640076,11.2486,16.1513996,1187.900024,17.3185005,1.65327,0.216216,0.66877,0.241675,0.387652,57
11404,1,4,5,142.628006,64.8315964,35.0267982,1187.780029,91.3080978,1.66835,-0.243243,0.643533,0.380787,0.808489,810.6229858
1032,1,2,2,167.470993,50.9380989,9.1878099,1153.569946,35.7335014,2.0759001,1.45946,0.675079,0.160215,0.456339,308.2749939
19688,1,4,4,355.6010132,18.5807991,15.9568005,1187.51001,27.9403,1.62947,-4.6216202,0.712934,0.347533,0.755877,855
20243,1,4,2,24.7434998,20.1837006,29.0466995,1183.75,49.9906998,1.5786099,-5.5675702,0.681388,0.310562,0.72,40.3050995
21028,1,4,3,35.8376999,8.9436798,11.0214005,1180.339966,140.0850067,1.7410901,-0.756757,0.697161,0.331203,0.773723,815.1199951
18663,1,4,2,190.2570038,26.4220009,25.0797997,1185.810059,15.7695999,1.58333,5.2702699,0.725552,0.294078,0.685695,201.5249939
587,1,4,5,105.3759995,126.7269974,19.9965992,1147.040039,40.6169014,2.0465901,-9.5405397,0.577287,0.374391,0.82659,460.4320068
20353,1,4,2,341.5650024,3.5789001,1.58894,1184.530029,92.3856964,1.58123,-11.8378,0.731861,0.312549,-0.105207,114
10334,1,4,2,260.3110046,47.0798988,10.3386002,1189.979981,67.9770966,1.72299,5.02703,0.681388,0.182497,0.467263,847.3660278
20709,1,4,3,304.5920105,28.5405998,17.1720009,1184.359985,21.0781002,1.57885,0.162162,0.716088,0.368266,0.772693,308.2749939
9025,1,4,2,167.3470001,23.1420002,33.4561005,1192.109985,31.6744003,1.7549,0.837838,0.757098,-0.0191571,0.314239,1287.560059
6879,1,4,5,68.1207962,76.2145004,30.9743996,1184.140015,64.0203018,1.55814,-2.51351,0.596215,0.335338,0.832345,764.7349854
2122,1,2,1,346.2179871,6.87081,13.4603004,1169.52002,116.75,1.7668999,-9.5405397,0.73817,0.153423,0.0634748,117.5090027
10538,1,4,1,358.2640076,4.5380998,8.2393503,1190.959961,15.3937998,1.72232,-1.83784,0.810726,0.580524,-0.486618,0
4534,1,2,4,229.8990021,11.7056999,23.5466003,1172.73999,64.2260971,1.83547,-2.10811,0.760252,0.171849,0.484695,127.4560013
15603,1,4,5,105.9449997,11.2137003,17.7084007,1189.660034,55.4516983,1.73549,-0.432432,0.753943,0.265271,0.654873,719.3070068
21384,1,4,5,339.7749939,25.7777996,5.0750699,1184.410034,68.0522995,1.5759,-1.3783799,0.700315,0.361944,0.750748,611.9210205
19843,1,4,5,249.3619995,11.7796001,19.843399,1184.73999,108.2770004,1.58333,-4.4594598,0.694006,0.381496,0.762431,497.7309875
27453,1,2,3,288.9620056,76.5715027,42.1242981,1172.349976,82.8826981,1.3944499,19.5405006,0.697161,0.34175,0.770186,191.1840057
17653,1,4,2,293.9620056,32.3765984,9.8031702,1190.060059,56.6842003,1.72372,-2.56757,0.709779,0.219953,0.434081,685.1859741
28694,1,2,3,8.9726295,91.8060989,22.8714008,1167,69.7746964,1.31033,0.72973,0.649842,0.29697,0.720603,400.0169983
25112,1,4,5,321.3399963,15.9874001,12.6624002,1189.800049,57.5756989,1.77272,-4.8378401,0.706625,0.37931,0.685525,4432.919922
15226,1,4,2,120.6190033,21.6669998,14.0216999,1191.800049,23.0242004,1.7739,0.513514,0.81388,0.145146,0.222771,182.4889984
23155,1,4,5,90,6.2613502,12.8477001,1188.420044,82.3775024,1.65385,-2.7297299,0.735016,0.337873,0.698598,408.0580139
26307,1,4,5,89.0607986,24.5967007,14.9802999,1176.920044,70.4354019,1.40265,-3.6486499,0.757098,0.307944,0.696848,28.5
23630,1,4,5,206.5650024,25.0289993,12.1754999,1185.76001,11.5557003,1.58333,-0.432432,0.77918,0.286533,0.633717,703.8980103
16119,1,4,2,129.1439972,26.3831005,13.6675997,1189.800049,8.1464901,1.73045,0,0.640379,0.0014073,0.128449,293.4249878
17399,1,4,1,344.0549927,9.7090702,10.8453999,1189.640015,95.5226974,1.72475,1.21622,0.70347,0.0435173,0.111323,826.5
354,1,2,5,63.4348984,84.0327988,10.0114002,1151.280029,8.1225405,2.0581,7.3783798,0.694006,0.306789,0.680113,293.4249878
9703,1,4,2,57.9945984,29.8246002,4.73069,1192,13.6394997,1.7260799,0.621622,0.81388,-0.0042715,0.383905,1250.109985
7990,1,4,5,335.5559998,56.9138985,11.9686003,1187.579956,22.3955002,1.6949,1.1351399,0.735016,0.345106,0.767897,297.5490112
13705,1,4,4,7.12502,10.6529999,29.5,1192.469971,64.2412033,1.7667201,-19.5135002,0.722397,0.308939,0.697993,405.0610046
26008,1,2,3,296.5650024,120.9629974,25.2087994,1172.76001,90.1931992,1.3880301,-6.2702699,0.567823,0.367597,0.783025,632.8029785
14360,1,4,2,187.2059937,48.8824997,21.0375996,1192.209961,8.8364296,1.76955,2.8108101,0.785489,0.105441,0.393204,171
16844,1,4,2,156.8009949,4.5509,3.82197,1190.729981,31.6695995,1.74301,-2.89189,0.760252,0.13802,0.222188,28.5
5231,1,2,5,241.1889954,7.9570799,11.3221998,1173.829956,65.8223038,1.66772,-5.89189,0.747634,0.369447,0.766887,235.0169983
12311,1,4,4,56.6335983,30.8973999,12.1511002,1192.479981,40.5628014,1.82778,-2.91892,0.769716,0.276132,0.666667,427.5
12924,1,4,2,173.9279938,28.691,11.7117004,1192.469971,11.6750002,1.7667,6.91892,0.810726,0.296356,0.634479,171
23802,1,4,4,188.1300049,11.1239004,3.54933,1179.660034,47.6380997,1.67189,2.8108101,0.883281,0.216603,0.581456,161.2200012
5153,1,2,5,299.0549927,10.3261003,15.1596003,1174.030029,10.7096996,1.67995,2.08108,0.794953,0.42464,0.79299,182.4889984
3538,1,2,5,293.8389893,74.0683975,11.6504002,1163.180054,24.7269993,1.90715,2.5945899,0.706625,0.316093,0.751221,1000.75
10919,1,4,2,225,21.7982998,18.1979008,1189.390015,32.0301018,1.72451,7.1891899,0.839117,0.0309046,0.104665,161.2200012
21145,1,4,4,0.763898,53.1200981,18.2099991,1185.060059,19.7833004,1.58333,5.1621599,0.700315,0.354911,0.701863,420.7969971
6270,1,2,5,73.0725021,22.0058994,22.8691998,1180.680054,19.0823994,1.54899,10.3242998,0.73817,0.287597,0.751322,1463.52002
13834,1,4,3,83.9909973,22.9466,18.5298996,1191.319946,33.7790985,1.77572,0,0.769716,0.294118,0.716878,1057.959961
22741,1,4,5,251.5650024,71.0983963,5.54532,1185.449951,9.8694096,1.59486,10.5676003,0.741325,0.356856,0.771494,1032.310059
25383,1,3,4,42.2737007,38.6983986,14.6176004,1179.849976,39.0194016,1.49502,-1.91892,0.678233,0.298938,0.706312,1588.349976
6726,1,2,5,318.3659973,35.5979004,17.5825996,1183.709961,12.0844002,1.56861,4.05405,0.794953,0.331416,0.770131,256.5
19198,1,4,2,354.8059998,12.7453003,10.9667997,1185.280029,18.3131008,1.58333,3.5945899,0.722397,0.239791,0.589166,463.9460144
6906,1,4,5,327.5289917,37.5822983,6.5246801,1183.819946,13.1858997,1.55814,2.3783801,0.728707,0.360649,0.727184,114
4376,1,2,5,128.1179962,40.097599,19.9188004,1173.170044,102.8619995,1.7760201,-0.891892,0.624606,0.363622,0.805579,57
25867,1,2,5,283.2409973,62.8226013,17.0345993,1172.790039,102.6529999,1.38863,-7.10811,0.548896,0.31834,0.746479,490.3330078
24260,1,4,4,154.654007,21.927,10.4490004,1178.869995,45.3185997,1.60918,-1.1351399,0.706625,0.29187,0.693101,207.4830017
17999,1,4,5,190.6199951,33.0952988,8.1267099,1185.800049,19.3628998,1.58333,2.91892,0.744479,0.35524,0.772358,542.25
19535,1,4,4,352.6480103,12.9608002,15.3327999,1185.319946,128.4089966,1.58333,-1.5945899,0.700315,0.276853,0.671406,752.9609985
23448,1,4,5,197.0209961,5.2296901,12.6671,1188.349976,53.7078018,1.65044,-6.7027001,0.741325,0.417,0.802742,314.7929993
7834,1,4,5,232.125,5.4472399,2.8628399,1189.400024,37.0792999,1.65968,-4.1891899,0.772871,0.38652,0.822367,3228.060059
14835,1,4,1,354.1300049,11.0288,25.2565994,1192.01001,59.6511002,1.77144,-10.5676003,0.77918,-0.0035665,0.203047,40.3050995
11030,1,4,2,86.8201981,7.38587,8.9862404,1190.280029,56.3120003,1.72121,-0.432432,0.681388,0.0453415,0.208582,324.9500122
26717,1,4,1,159.4440002,25.5897007,12.6717997,1177.329956,53.6240005,1.45963,-2.2973001,0.709779,0.373134,-0.30303,0
3497,1,2,5,275.598999,80.4110031,12.6671,1163.23999,19.6980991,1.91348,2.2973001,0.750789,0.303831,0.718764,880.276001
28060,1,3,5,124.1139984,20.4659996,9.3261499,1173.339966,140.1589966,1.43217,-8.1891899,0.741325,0.322795,0.678299,703.8980103
686,1,4,5,123.1110001,37.0872002,25.7219009,1142.839966,106.5139999,1.90232,-1.21622,0.712934,0.316074,0.770927,28.5
23994,1,4,5,139.6670074,43.2060013,16.9587002,1181.099976,117.4499969,1.71311,2.1351399,0.744479,0.357447,0.791715,285
18896,1,4,2,15.2551003,10.0957003,5.7114701,1185.849976,38.483799,1.58333,0.540541,0.678233,0.382992,0.686532,57
18939,1,4,5,342.473999,14.7966003,19.2674999,1185.969971,51.7579002,1.58333,-1.91892,0.675079,0.370502,0.748335,102.7580032
9082,1,4,2,106.6309967,14.0509005,19.4157009,1192.119995,38.4584999,1.74909,1.1351399,0.760252,-0.0197505,0.172521,1353.969971
28071,1,3,3,77.735199,14.6906996,11.6657,1173.390015,169.9160004,1.4333301,-5.7297301,0.753943,0.332483,0.72514,712.5
13207,1,4,1,124.6949997,3.5687001,3.96701,1192.439941,57.3874016,1.7667,-6.3513498,0.731861,0.0698674,0.234905,0
4494,1,2,5,78.3406982,40.0122986,29.4349003,1172.890015,83.9182968,1.7761,-5.2702699,0.662461,0.33478,0.771036,28.5
2940,1,2,5,135,9.9430704,0.355383,1165.52002,55.6044998,1.93922,-1.54054,0.741325,0.247195,0.605978,254.9120026
16240,1,4,2,37.5685997,29.1084003,8.1869898,1190.280029,35.786499,1.74413,-0.432432,0.798107,0.366999,0.672031,411.0329895
17255,1,4,2,26.5650997,30.2444,1.12369,1189.459961,87.9776993,1.72475,-1.3783799,0.719243,0.102041,0.251596,684.5939941
3816,1,4,5,0,149.7590027,3.01279,1176.030029,13.0832005,1.7698801,4.7027001,0.731861,0.408939,0.746941,405.0610046
20016,1,4,4,293.4989929,22.7793999,12.4074001,1180.310059,17.4831009,1.75861,1,0.73817,0.318503,0.727595,442.4389954
2160,1,2,5,323.1300049,21.3279991,21.5410004,1169.380005,51.5550995,1.76534,-0.72973,0.744479,0.318006,0.66188,142.5
15642,1,4,2,185.5720062,26.7131004,19.8677006,1189.449951,24.7157993,1.7185,-0.108108,0.785489,0.0741675,0.181793,544.4920044
22632,1,4,3,266.0090027,60.1021004,10.7056999,1186.060059,17.3707008,1.60021,1.16216,0.728707,0.185462,0.538114,540.7490234
1461,1,2,4,198.996994,10.0753002,15.7990999,1152.569946,29.0424004,2.0759001,3.2162199,0.671924,0.270073,0.557364,182.4889984
27435,1,4,3,313.7640076,36.7643013,40.7737007,1172.349976,102.1449966,1.39821,-11.2702999,0.678233,0.393544,0.788641,120.9150009
19952,1,4,4,261.0270081,17.1352997,9.5773897,1180.449951,13.4596004,1.76802,1.24324,0.757098,0.22792,0.596719,343.1849976
18434,1,4,2,239.6970062,40.7891998,21.3635998,1186.27002,36.4611015,1.58333,2.6216199,0.697161,0.223592,0.53337,207.4830017
8165,1,4,2,207.0310059,78.1688004,13.5643997,1186.130005,22.7901993,1.66189,9.5945902,0.731861,-0.0296809,0.0957661,254.9120026
22078,1,3,5,326.3099976,80.0586014,3.6194401,1187.609985,3.6949999,1.70667,3.6486499,0.73817,0.283487,0.719336,1351.869995
1922,1,4,5,177.0820007,143.3130035,48.2364998,1168.790039,37.411499,1.8654701,-3.91892,0.66877,0.361225,0.745018,2011.420044
25005,1,4,5,194.0359955,43.5050011,2.0713501,1189.839966,6.1037998,1.76798,4.3513498,0.700315,0.345264,0.655516,4568.279785
13344,1,4,2,346.8659973,21.7844009,28.3892002,1192.439941,23.4283009,1.7667,1.54054,0.722397,0.0417502,0.148543,114
10217,1,4,5,83.2463989,41.9836998,33.8744011,1191.670044,105.6539993,1.65043,-8.6756802,0.656151,0.357432,0.833589,2091.600098
23022,1,4,5,252.5249939,16.5112,26.4090996,1188.280029,44.5876999,1.65625,-5.8648601,0.744479,0.405107,0.808288,487.8410034
4319,1,2,5,96.6667023,22.2714996,18.7789993,1173.310059,147.5189972,1.7760201,0.216216,0.599369,0.384562,0.786512,63.7279015
13435,1,4,5,102.9950027,4.7701998,3.3489101,1192.569946,58.850399,1.84187,-2.48649,0.747634,0.334414,0.804472,516.1569824
1273,1,2,5,34.1596985,15.1274996,16.5321007,1153.140015,35.4673996,2.0759001,5.08108,0.700315,0.335898,0.74604,408.0580139
26497,1,4,5,117.8970032,29.2199001,4.8223801,1177.02002,60.8252983,1.42107,2,0.753943,0.270566,0.588909,40.3050995
3596,1,2,4,232.253006,34.0125999,18.9780998,1162.75,70.8107986,1.93496,6.8648601,0.643533,0.0595894,0.4157,254.9120026
2158,1,2,4,299.7449951,10.1556997,11.9785004,1169.380005,51.6236992,1.7664599,-6.7567601,0.757098,0.288002,0.497136,102.7580032
266,1,2,5,166.3990021,24.2966995,29.2292004,1151.709961,99.2885971,2.0192299,-1.48649,0.596215,0.225328,0.638062,999.1270142
25351,1,3,5,72.552803,35.9491997,9.1412001,1179.829956,52.6022987,1.4935,-1.97297,0.659306,0.194504,0.554931,1576.540039
7197,1,4,2,326.3099976,41.0065002,5.4201598,1183.969971,22.5997009,1.5905499,2.5945899,0.687697,-0.005291,0.336326,726.6099854
1541,1,2,1,225,5.8762202,2.13134,1160.280029,43.112999,1.9940799,-4.2702699,0.731861,0.507282,-0.312292,85.5
459,1,2,5,123.6900024,13.7610998,5.4201598,1151.01001,17.4302006,2.0515599,-4.08108,0.788644,0.329171,0.683206,306.95401
27044,1,4,2,133.3399963,17.6681995,23.1788998,1177.910034,54.1100006,1.5414,-2.2432401,0.684543,0.245395,0.542396,0
26820,1,4,3,78.4077988,60.9429016,19.2507,1178.040039,110.1740036,1.49122,4.7027001,0.709779,0.269737,0.692411,191.1840057
23292,1,4,5,108.4349976,44.6419983,3.96701,1185.579956,17.868,1.58729,-0.567568,0.769716,0.25525,0.728682,862.5670166
348,1,2,4,120.5790024,9.4268198,12.6344004,1151.439941,116.2900009,2.02282,-9.4324303,0.684543,0.292622,0.647763,842.0770264
10640,1,4,2,340.0169983,8.8434801,11.6041002,1190.27002,26.1403008,1.71736,-0.108108,0.788644,-0.0296137,0.338662,997.5
21637,1,2,3,133.7810059,41.0695,30.2500992,1173.359985,91.1050034,1.59864,-5.4594598,0.678233,0.331151,0.820432,2845.719971
9026,1,4,2,181.0420074,21.7875996,35.8972015,1192.099976,34.0544014,1.75515,-10.4595003,0.760252,-0.0429058,0.216388,1262.390015
15818,1,4,1,151.6990051,39.7505989,32.9263,1188.880005,63.4518013,1.67972,3.6486499,0.599369,-0.0677249,0.132391,40.3050995
15173,1,4,2,29.4759007,27.1343994,13.0480003,1191.949951,10.0061998,1.7717,2.7567599,0.801262,-0.0382514,0.288136,403.0509949
24968,1,4,3,277.5950012,27.5275002,21.7138996,1177.25,178.279007,1.6609499,-2.8108101,0.634069,0.328789,0.727335,207.4830017
28988,1,2,5,32.905201,24.2851009,14.9186001,1164.5,84.8571014,1.27349,0.243243,0.725552,0.326361,0.746439,57
22292,1,4,4,244.654007,68.9178009,10.4490004,1186.160034,129.7100067,1.61488,-1.91892,0.615142,0.150672,0.584931,434.098999
13125,1,4,4,116.5650024,11.3961,2.24652,1192.5,22.8586998,1.7667,1.21622,0.753943,0.0057882,0.513707,90.1249008
2400,1,4,1,278.3930054,12.6113997,15.1330996,1168.670044,51.9917984,1.7742,-3.2162199,0.675079,0.488978,-0.22321,28.5
2283,1,2,5,305.0490112,9.9985304,19.7458,1169.050049,122.8130035,1.76773,-10.3242998,0.694006,0.370191,0.738533,145.3220062
3064,1,2,5,318.6910095,6.4685898,10.9062996,1165.119995,78.3567963,1.95116,-5.89189,0.763407,0.445025,0.783288,191.1840057
26126,1,2,3,305.1340027,56.8372002,8.2393503,1173.380005,124.3130035,1.3927701,-4.5135102,0.659306,0.303045,0.685527,463.9460144
8480,1,4,1,285.3330078,23.1772003,29.4200993,1185.430054,167.7839966,1.6160901,12.7838001,0.577287,0.368421,-0.342496,85.5
5967,1,2,4,277.8529968,19.5545998,14.4020004,1180.839966,36.7192001,1.54548,-0.189189,0.719243,0.291558,0.763073,664.7290039
2441,1,2,4,109.026001,49.0905991,38.9123993,1168.569946,85.7356033,1.7879,-5.02703,0.675079,0.230142,0.628256,423.6830139
8269,1,4,3,243.5910034,38.0564995,35.7486,1185.75,84.2580032,1.65947,-5.08108,0.731861,0.375824,0.817654,171
25264,1,4,5,50.8860016,35.2703018,31.1676006,1187.52002,61.0309982,1.67278,-11.9729996,0.700315,0.372447,0.829664,2087.52002
16135,1,4,2,181.5480042,45.6291008,9.2209501,1190.089966,16.5823994,1.74163,3.10811,0.791798,0.0726151,0.2955,485.3380127
4473,1,2,5,75.0686035,57.678299,22.2215004,1172.939941,76.7563019,1.77605,2.10811,0.652997,0.345686,0.761201,85.5
26264,1,4,5,61.6310005,47.1365013,26.4944,1177.430054,103.5159988,1.40378,-6.4594598,0.694006,0.321697,0.719884,222.5919952
27023,1,4,4,115.8209991,38.6571007,8.5893402,1178,52.0527,1.53185,4.5675702,0.665615,0.22457,0.656941,28.5
3575,1,2,5,214.2160034,10.6445999,21.6924,1162.819946,76.3823013,1.94581,-12.1351004,0.646688,0.189926,0.499709,120.9150009
8219,1,4,3,268.7550049,12.1403999,21.9792004,1185.900024,114.3399963,1.66257,-13.3242998,0.709779,0.368514,0.79505,145.3220062
12909,1,4,2,183.0130005,17.6306992,4.7701998,1192.540039,28.9396,1.8256,0.648649,0.766562,0.262172,0.578824,205.5160065
27702,1,4,5,132.9550018,26.7936001,9.8587503,1173.150024,54.7496986,1.38899,-1.08108,0.73817,0.385799,0.806402,1442
19652,1,4,5,57.7243996,50.9272003,11.1513996,1187.660034,21.7423992,1.63765,-2.2973001,0.681388,0.341463,0.769211,728.2849731
11924,1,4,2,98.1300964,8.1826601,12.2484999,1192.439941,42.4006996,1.81794,-1.48649,0.769716,0.254895,0.60346,302.9590149
3174,1,2,2,276.7099915,10.882,8.5392399,1164.800049,96.0427017,1.94712,-4.2162199,0.712934,0.0355251,0.136651,382.3680115
